Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
222,Pokemon Pinball,Misc,E,GBC,Nintendo,Jupiter Corporation,8.7,,5.31,,,,,,1999.0
223,Assassin's Creed II,Action,M,X360,Ubisoft,Ubisoft Montreal,9.1,,,5.3,3.14,1.55,0.08,0.52,2009.0
224,Super Mario Party,Party,E,NS,Nintendo,"Nd Cube Co., Ltd.",7.3,,5.3,,,,,,2018.0
225,The Forest,Misc,,PC,Endnight Games Ltd,Unknown,,,5.3,,,,,,2014.0
226,Donkey Kong 64,Platform,E,N64,Nintendo,Rare Ltd.,9.3,,5.27,,,,,,1999.0
227,Just Dance 2,Misc,E10,Wii,Ubisoft,Ubisoft Paris,7.3,,5.25,,,,,,2010.0
228,Tomb Raider II,Adventure,T,PS,Eidos Interactive,Core Design Ltd.,7.6,,,5.24,2.3,2.46,0.2,0.28,1997.0
229,Madden NFL 2004,Sports,E,PS2,EA Sports,EA Tiburon,9.5,,,5.23,4.26,0.26,0.01,0.71,2003.0
230,Call of Duty: Advanced Warfare,Shooter,M,XOne,Activision,Sledgehammer Games,8.3,,,5.22,3.25,1.49,0.01,0.48,2014.0
231,Fallout: New Vegas,Role-Playing,M,PC,Bethesda Softworks,Obsidian Entertainment,8.3,,5.22,,,,,,2010.0
232,Gran Turismo 6,Racing,E,PS3,Sony Computer Entertainment America,Polyphony Digital,,,5.22,,,,,,2013.0
233,Kingdom Hearts II,Role-Playing,E10,PS2,Square Enix,Square Enix,8.3,,5.2,,,,,,2006.0
234,God of War III,Action,M,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,9.2,9.4,5.2,,,,,,2010.0
235,Nintendo Land,Party,E10,WiiU,Nintendo,Nintendo,7.8,,5.19,,,,,,2012.0
236,Super Mario Land 3: Wario Land,Platform,E,GB,Nintendo,Nintendo R&D1,7.9,,5.19,,,,,,1994.0
237,Donkey Kong Country 2: Diddy's Kong Quest,Platform,E,SNES,Nintendo,Rare Ltd.,9.3,,5.15,,,,,,1995.0
238,Medal of Honor: Rising Sun,Shooter,T,PS2,Electronic Arts,EA Los Angeles,5.9,,,5.13,1.98,2.23,0.13,0.8,2003.0
239,Battlefield 1,Shooter,M,XOne,Electronic Arts,EA DICE,,,,5.13,3.37,1.26,0.02,0.48,2016.0
240,Kirby's Dream Land,Platform,E,GB,Nintendo,HAL Laboratory,,,5.13,,,,,,1992.0
241,Microsoft Flight Simulator,Simulation,E,PC,Microsoft,Microsoft,7.0,,,5.12,3.22,1.69,,0.2,1996.0
242,Guitar Hero II,Misc,T,PS2,RedOctane,Harmonix Music Systems,9.2,,,5.12,3.81,0.63,,0.68,2006.0
243,FIFA 13,Sports,E,X360,EA Sports,EA Canada,,,,5.11,1.1,3.49,0.03,0.5,2012.0
244,Resident Evil 5,Action,M,PS3,Capcom,Capcom,8.6,8.8,,5.1,1.96,1.42,1.08,0.64,2009.0
245,Fable III,Role-Playing,M,X360,Microsoft Game Studios,Lionhead Studios,7.8,,,5.1,3.59,1.09,0.05,0.37,2010.0
246,Mario & Sonic at the Olympic Games,Sports,E,DS,Sega,Sega,7.0,,,5.1,1.63,2.46,0.44,0.57,2008.0
247,Grand Theft Auto: Vice City Stories,Action,M,PSP,Rockstar Games,Rockstar Leeds,8.4,,,5.08,1.7,2.03,0.16,1.19,2006.0
248,FIFA Soccer 11,Sports,E,PS3,EA Sports,EA Canada,8.7,,,5.08,0.61,3.28,0.06,1.12,2010.0
249,Super Mario Bros. Deluxe,Platform,E,GB,Nintendo,Nintendo EAD,9.7,,5.07,,,,,,1999.0
250,Final Fantasy XV,Role-Playing,T,PS4,Square Enix,Square Enix,8.1,,,5.07,1.81,1.53,1.05,0.68,2016.0
251,Fallout 4,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Game Studios,8.4,,,5.03,2.94,1.62,0.02,0.45,2015.0
252,Tony Hawk's Pro Skater,Sports,T,PS,Activision,Neversoft Entertainment,9.6,,,5.02,3.42,1.38,0.02,0.2,1999.0
253,Warzone 2100,Strategy,T,PS,Eidos Interactive,Pumpkin Studios,,,,5.01,2.79,1.89,,0.33,1999.0
254,Spyro the Dragon,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,8.7,,,5.0,3.36,1.36,0.07,0.21,1998.0
255,Cities: Skylines,Simulation,E,PC,Paradox Interactive,Colossal Order,,,5.0,,,,,,2015.0
256,Gears of War,Shooter,M,X360,Microsoft Game Studios,Epic Games,9.4,9.4,5.0,,,,,,2006.0
257,Gears of War 2,Shooter,M,X360,Microsoft Game Studios,Epic Games,9.4,9.5,5.0,,,,,,2008.0
258,Guild Wars 2,Role-Playing,T,PC,NCSoft,ArenaNet,,,5.0,,,,,,2012.0
259,Halo 5: Guardians,Shooter,T,XOne,Microsoft Studios,343 Industries,8.6,,5.0,,,,,,2015.0
260,Halo: Combat Evolved,Shooter,M,XB,Microsoft,Bungie Studios,9.5,,5.0,,,,,,2001.0
261,Guitar Hero III: Legends of Rock,Misc,T,PS2,RedOctane,BudCat Creations,8.2,,,4.98,3.49,0.01,0.01,1.48,2007.0
262,Uncharted: Drake's Fortune,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,8.7,8.6,,4.97,2.32,1.73,0.12,0.8,2007.0
263,Resident Evil 2,Action,M,PS,Capcom,Capcom,9.3,,4.96,,,,,,1998.0
264,Fallout 3,Role-Playing,M,X360,Bethesda Softworks,Bethesda Game Studios,9.0,8.6,,4.96,3.41,0.99,0.09,0.46,2008.0
265,Splatoon,Shooter,E10,WiiU,Nintendo,Nintendo EAD,8.4,,4.94,,,,,,2015.0
266,Madden NFL 06,Sports,E,PS2,EA Sports,EA Tiburon,9.1,,,4.91,3.98,0.26,0.01,0.66,2005.0
267,Stardew Valley,Simulation,E10,PC,Chucklefish,ConcernedApe,9.2,,4.91,,,,,,2016.0
268,Dragon Quest VIII: Journey of the Cursed King,Role-Playing,T,PS2,Square Enix,Level 5 / Armor Project,8.6,,4.9,,,,,,2005.0
269,Monster Hunter Freedom 3,Role-Playing,,PSP,Capcom,Capcom,,,4.9,,,,,,2010.0
270,Diddy Kong Racing,Racing,E,N64,Nintendo,Rare Ltd.,8.3,,4.88,,,,,,1997.0
271,Pokemon Mystery Dungeon: Explorers of Time / Darkness,Role-Playing,E,DS,Nintendo,ChunSoft,6.4,,4.88,,,,,,2008.0
272,Call of Duty: Black Ops IIII,Shooter,M,XOne,Activision,Treyarch,,,,4.85,3.27,1.12,,0.46,2018.0
273,Dr. Mario,Puzzle,,NES,Nintendo,Nintendo R&D1,,,4.85,,,,,,1990.0
274,Crash Bandicoot N. Sane Trilogy,Platform,E10,PS4,Activision,Vicarious Visions,,,,4.83,1.09,2.92,0.07,0.74,2017.0
275,Assassin's Creed,Action,M,PS3,Ubisoft,Ubisoft Montreal,8.2,8.5,,4.83,1.91,2.01,0.09,0.82,2007.0
276,Call of Duty: Infinite Warfare,Shooter,M,XOne,Activision,Infinity Ward,,,,4.79,2.91,1.44,,0.44,2016.0
277,Crash Team Racing,Racing,E,PS,Sony Computer Entertainment,Naughty Dog,9.2,,,4.79,2.57,1.57,0.44,0.21,1999.0
278,LEGO Star Wars: The Complete Saga,Action,E,DS,LucasArts,Traveller's Tales,7.8,,,4.77,2.83,1.49,,0.45,2007.0
279,The Legend of Zelda: Phantom Hourglass,Adventure,E,DS,Nintendo,Nintendo EAD,9.1,,4.76,,,,,,2007.0
280,Batman: Arkham City,Action,T,X360,Warner Bros. Interactive,Rocksteady Studios,9.5,,,4.75,2.99,1.28,0.04,0.44,2011.0
281,Driver 2,Action,T,PS,Atari,Reflections Interactive,7.0,,,4.73,2.36,2.1,0.02,0.25,2000.0
282,The Simpsons: Hit & Run,Racing,T,PS2,VU Games,Radical Entertainment,7.7,,,4.7,1.73,2.19,,0.79,2003.0
283,World of Warcraft: Cataclysm,MMO,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.0,,4.7,,,,,,2010.0
284,Tony Hawk's Pro Skater 2,Sports,T,PS,Activision,Neversoft Entertainment,9.3,,,4.68,3.05,1.41,0.02,0.2,2000.0
285,Monster Hunter: World,Action,T,PS4,Capcom,Capcom,9.3,9.0,,4.67,1.03,1.06,2.17,0.42,2018.0
286,Gran Turismo,Racing,E,PSP,Sony Computer Entertainment,Polyphony Digital,7.7,9.5,4.67,,,,,,2009.0
287,The Lord of the Rings: The Two Towers,Action,T,PS2,Electronic Arts,Stormfront Studios,8.3,,,4.67,1.94,1.95,0.08,0.7,2002.0
288,Tomb Raider,Action,T,PS,Eidos Interactive,Core Design Ltd.,8.9,,,4.63,2.29,1.97,0.13,0.24,1996.0
289,God of War,Action,M,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,,4.62,,,,,,2005.0
290,The Legend of Zelda: A Link to the Past,Adventure,,SNES,Nintendo,Nintendo EAD,10.0,,4.61,,,,,,1992.0
291,Forza Motorsport 4,Racing,E,X360,Microsoft Studios,Turn 10 Studio,9.1,,,4.6,2.08,1.98,0.06,0.49,2011.0
292,Guitar Hero III: Legends of Rock,Misc,T,Wii,RedOctane,Vicarious Visions,8.6,,,4.6,3.04,1.12,0.0,0.44,2007.0
293,"Pokemon: Let's Go, Pikachu!",Role-Playing,E,NS,Nintendo,Game Freak,8.3,,,4.57,2.16,1.24,0.82,0.34,2018.0
294,BioShock Infinite,Shooter,M,PC,2K Games,Irrational Games,,,4.56,,,,,,2013.0
295,Mario & Luigi: Bowser's Inside Story,Role-Playing,E,DS,Nintendo,AlphaDream Corporation,9.1,,4.56,,,,,,2009.0
296,FIFA 15,Sports,E,PS3,EA Sports,EA Canada,6.9,,,4.56,0.59,3.25,0.04,0.68,2014.0
297,Mario & Sonic at the Olympic Winter Games,Sports,E,Wii,Sega,Sega,6.8,,,4.54,1.87,1.97,0.22,0.48,2009.0
298,Overwatch,Shooter,T,PS4,Blizzard Entertainment,Blizzard Entertainment,8.8,,,4.54,1.84,1.8,0.17,0.73,2016.0
299,Madden NFL 2005,Sports,E,PS2,EA Sports,EA Tiburon,9.5,,,4.53,4.18,0.26,0.01,0.08,2004.0
300,Guitar Hero III: Legends of Rock,Misc,T,X360,RedOctane,Neversoft,8.7,,,4.53,3.19,0.91,0.01,0.42,2007.0
301,Star Wars Battlefront II (2017),Shooter,T,PS4,Electronic Arts,EA DICE,,,,4.53,1.7,1.99,0.12,0.73,2017.0
302,Dead Island,Action,M,PC,Deep Silver,Techland,7.1,,4.52,,,,,,2011.0
303,Arma 2: Operation Arrowhead,Shooter,,PC,Unknown,Bohemia Interactive,,,4.51,,,,,,2011.0
304,ARK: Survival Evolved,Action-Adventure,T,PC,Studio Wildcard,Studio Wildcard,,,4.5,,,,,,2015.0
305,Riven: The Sequel to Myst,Adventure,E,PC,Red Orb,Cyan Worlds,,,4.5,,,,,,1997.0
306,StarCraft II: Wings of Liberty,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,,4.5,,,,,,2010.0
307,Warcraft III: Reign of Chaos,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,,4.5,,,,,,2002.0
308,Pitfall!,Platform,,2600,Activision,Activision,,,,4.5,4.21,0.24,,0.05,1982.0
309,Professor Layton and the Curious Village,Adventure,E,DS,Nintendo,Level 5,8.7,,4.49,,,,,,2008.0
310,Madden NFL 07,Sports,E,PS2,EA Sports,EA Tiburon,8.5,,,4.49,3.63,0.24,0.01,0.61,2006.0
311,Spider-Man: The Movie,Action,E,PS2,Activision,Treyarch,8.2,,,4.48,2.71,1.51,0.03,0.23,2002.0
312,Nintendogs + cats,Simulation,E,3DS,Nintendo,Nintendo EAD,7.2,,4.48,,,,,,2011.0
313,The Elder Scrolls IV: Oblivion,Role-Playing,M,X360,Take-Two Interactive,Bethesda Softworks,9.2,,,4.47,2.89,1.03,0.13,0.41,2009.0
314,The Legend of Zelda: The Wind Waker,Adventure,E,GC,Nintendo,Nintendo EAD,9.6,,4.43,,,,,,2003.0
315,Tony Hawk's Pro Skater 3,Sports,T,PS2,Activision,Neversoft Entertainment,9.1,,,4.41,2.66,1.29,0.01,0.46,2001.0
316,Winning Eleven: Pro Evolution Soccer 2007,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,8.8,,,4.39,0.1,2.39,1.05,0.86,2007.0
317,Zelda II: The Adventure of Link,Adventure,,NES,Nintendo,Nintendo EAD,,,4.38,,,,,,1988.0
318,Michael Jackson: The Experience,Misc,E10,Wii,Ubisoft,Ubisoft Montpellier,5.6,,,4.37,2.64,1.33,0.01,0.39,2010.0
319,Tom Clancy's The Division,Shooter,M,PS4,Ubisoft,Massive Entertainment,,,,4.37,1.49,2.04,0.16,0.69,2016.0
320,Need for Speed: Most Wanted,Racing,T,PS2,Electronic Arts,EA Canada,8.6,,,4.37,2.03,1.79,0.08,0.47,2005.0
321,Resistance: Fall of Man,Shooter,M,PS3,Sony Computer Entertainment,Insomniac Games,8.5,9.1,,4.37,1.74,1.72,0.14,0.76,2006.0
322,Tom Clancy's Rainbow Six: Siege,Shooter,,PS4,Ubisoft,Ubisoft Montreal,,,,4.36,1.29,2.06,0.36,0.64,2015.0
323,Call of Duty: Advanced Warfare,Shooter,M,X360,Activision,High Moon Studios,9.1,,,4.34,2.81,1.13,0.0,0.41,2014.0
324,Watch Dogs,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,,,,4.32,1.4,2.13,0.11,0.68,2014.0
325,Animal Crossing: City Folk,Simulation,E,Wii,Nintendo,Nintendo EAD,7.1,8.8,4.32,,,,,,2008.0
326,Starbound,Misc,,PC,"Infocom, Inc.",Unknown,,,4.31,,,,,,2014.0
327,Asteroids,Shooter,,2600,Atari,Atari,,,,4.31,4.0,0.26,,0.05,1981.0
328,Dragon Quest VII,Role-Playing,T,PS,Enix,Heart Beat,8.0,,4.3,,,,,,2001.0
329,Monster Hunter Generations,Action,T,3DS,Capcom,Capcom,8.8,,4.3,,,,,,2016.0
330,Batman: Arkham Asylum,Action,T,PS3,Eidos Interactive,Rocksteady Studios,9.0,,,4.28,2.26,1.33,0.07,0.63,2009.0
331,Call of Duty: Advanced Warfare,Shooter,M,PS3,Activision,High Moon Studios,9.1,,,4.27,1.59,1.81,0.2,0.67,2014.0
332,God of War II,Action,M,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,9.8,4.24,,,,,,2007.0
333,Namco Museum,Misc,E,GBA,Namco,Mass Media,,,,4.24,3.0,1.11,0.05,0.07,2001.0
334,Daxter,Platform,E10,PSP,Sony Computer Entertainment,Ready at Dawn,8.6,,,4.23,2.45,1.02,,0.77,2006.0
335,Super Paper Mario,Platform,E,Wii,Nintendo,Intelligent Systems,8.5,,4.23,,,,,,2007.0
336,Assassin's Creed: Revelations,Action,M,PS3,Ubisoft,Ubisoft Montreal,8.8,,,4.23,1.41,2.03,0.1,0.69,2011.0
337,Metal Gear Solid 3: Snake Eater,Action,M,PS2,Konami,KCEJ / Kojima Productions,9.0,,,4.23,1.46,0.0,0.83,1.93,2004.0
338,Assassin's Creed: Revelations,Action,M,X360,Ubisoft,Ubisoft Montreal,7.9,,,4.22,2.28,1.47,0.04,0.44,2011.0
339,FIFA Soccer 06,Sports,E,PS2,EA Sports,EA Canada,8.4,,,4.21,0.78,2.55,0.04,0.84,2005.0
340,Monster Hunter 4 Ultimate,Role-Playing,T,3DS,Capcom,Capcom,8.8,,4.2,,,,,,2015.0
341,Street Fighter IV,Fighting,T,PS3,Capcom,Capcom / Dimps Corporation,9.3,9.0,,4.19,2.04,1.05,0.59,0.52,2009.0
342,7 Days to Die,Action,M,PC,The Fun Pimps,The Fun Pimps,,,4.18,,,,,,2013.0
343,FIFA Soccer 12,Sports,E,X360,EA Sports,EA Canada,9.2,,,4.18,0.85,2.79,0.02,0.52,2011.0
344,Call of Duty: Ghosts,Shooter,M,PS4,Activision,Infinity Ward,7.5,,,4.17,1.79,1.64,0.05,0.69,2013.0
345,Teenage Mutant Ninja Turtles,Platform,,NES,Ultra Games,Konami,5.9,,,4.17,3.38,0.44,0.31,0.04,1989.0
346,Just Cause 2,Action,M,PC,Eidos Interactive,Avalanche Studios,8.2,,4.16,,,,,,2010.0
347,Excitebike,Racing,,NES,Nintendo,Nintendo R&D1,,,4.16,,,,,,1985.0
348,Frogger,Action,E,PS,Hasbro Interactive,Millenium Interactive,,,,4.16,3.79,0.27,,0.11,1997.0
349,Star Wars Battlefront (2015),Shooter,T,XOne,Electronic Arts,EA DICE,6.9,,,4.15,2.49,1.26,0.02,0.38,2015.0
350,FIFA 14,Sports,E,X360,EA Sports,EA Canada,,,,4.15,0.94,2.92,0.01,0.29,2013.0
351,Madden NFL 2003,Sports,E,PS2,EA Sports,EA Tiburon,9.4,,,4.14,3.36,0.21,0.01,0.56,2002.0
352,Assassin's Creed: Unity,Action,M,PS4,Ubisoft,Ubisoft Montreal,,,,4.14,1.25,2.16,0.09,0.65,2014.0
353,Destiny 2,Shooter,T,PS4,Activision,Bungie,,,,4.14,1.92,1.44,0.1,0.69,2017.0
354,Half-Life,Shooter,M,PC,Sierra Entertainment,Valve Software,9.5,,,4.12,4.03,0.0,0.09,,1998.0
355,Super Mario World 2: Yoshi's Island,Platform,E,SNES,Nintendo,Nintendo EAD,9.0,,4.12,,,,,,1995.0
356,Batman: Arkham Knight,Action,M,PS4,Warner Bros. Interactive,Rocksteady Studios,8.1,,,4.11,1.65,1.68,0.11,0.66,2015.0
357,FIFA 07 Soccer,Sports,E,PS2,EA Sports,Team Fusion,8.4,,,4.11,0.71,2.48,0.03,0.89,2006.0
358,The Sims 4,Simulation,T,PC,Electronic Arts,Maxis,7.0,,,4.1,1.2,2.6,,0.3,2014.0
359,Monster Hunter 4,Role-Playing,,3DS,Capcom,Capcom,,,4.1,,,,,,2013.0
360,Street Fighter II Turbo,Fighting,,SNES,Capcom,Capcom,9.0,,4.1,,,,,,1993.0
361,Fallout: New Vegas,Role-Playing,M,X360,Bethesda Softworks,Obsidian Entertainment,8.2,,,4.08,2.67,1.03,0.04,0.34,2010.0
362,Assassin's Creed Origins,Action,M,PS4,Ubisoft,Ubisoft Montreal,,,,4.06,1.22,2.11,0.11,0.63,2017.0
363,Far Cry 4,Shooter,M,PS4,Ubisoft,Ubisoft Montreal,8.4,,,4.06,1.18,2.14,0.11,0.63,2014.0
364,Carnival Games,Misc,E,Wii,Global Star Software,Cat Daddy Games,4.2,,,4.06,2.12,1.47,0.05,0.42,2007.0
365,World Soccer Winning Eleven 9,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,8.9,,,4.06,0.12,2.26,0.9,0.77,2006.0
366,Forza Motorsport 2,Racing,E,X360,Microsoft Game Studios,Turn 10 Studios,9.1,,,4.05,2.35,1.27,0.03,0.41,2007.0
367,Namco Museum Vol.3,Misc,E,PS,Namco,Namco,,,,4.05,2.28,1.55,0.16,0.06,1997.0
368,Tekken Tag Tournament,Fighting,T,PS2,Namco,Namco,8.7,,,4.05,1.68,1.51,0.51,0.35,2000.0
369,Golf,Sports,,NES,Nintendo,Nintendo,,,4.01,,,,,,1985.0
370,Diablo II,Role-Playing,M,PC,Blizzard Entertainment,Blizzard North,8.8,,4.0,,,,,,2000.0
371,Disney's Aladdin,Platform,,GEN,Sega,Virgin Interactive,,,4.0,,,,,,1993.0
372,EyeToy Play,Misc,E,PS2,Sony Computer Entertainment,SCEE London Studio,7.5,,4.0,,,,,,2003.0
373,Just Dance,Misc,E10,Wii,Ubisoft,Ubisoft Paris,5.4,,4.0,,,,,,2009.0
374,Star Fox 64,Shooter,E,N64,Nintendo,Nintendo EAD,9.0,,4.0,,,,,,1997.0
375,Super Mario Maker,Platform,E,WiiU,Nintendo,Nintendo EAD,8.8,,4.0,,,,,,2015.0
376,World of Warcraft: Wrath of the Lich King,MMO,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,9.3,4.0,,,,,,2008.0
377,Fallout 3,Role-Playing,M,PS3,Bethesda Softworks,Bethesda Game Studios,8.8,,,4.0,2.18,1.15,0.07,0.61,2008.0
378,The Legend of Zelda: Oracle of Ages / Seasons,Adventure,E,GBC,Nintendo,Capcom,,,3.99,,,,,,2001.0
379,The Elder Scrolls V: Skyrim,Role-Playing,M,PC,Bethesda Softworks,Bethesda Game Studios,9.2,,,3.99,1.18,2.25,,0.56,2011.0
380,Namco Museum: 50th Anniversary,Misc,E10,PS2,Namco,Digital Eclipse,,,,3.98,2.08,1.35,,0.54,2005.0
381,NBA 2K16,Sports,E10,PS4,2K Sports,Visual Concepts,8.7,,,3.98,2.56,0.66,0.05,0.71,2015.0
382,Left 4 Dead 2,Shooter,M,X360,Electronic Arts,Certain Affinity / Valve Software,9.0,,,3.97,2.67,0.88,0.05,0.38,2009.0
383,Far Cry 5,Action,M,PS4,Ubisoft,Ubisoft,7.9,,,3.95,1.44,1.73,0.15,0.62,2018.0
384,Battlefield 4,Shooter,M,PS4,Electronic Arts,EA DICE,8.3,,,3.94,1.4,1.74,0.19,0.62,2013.0
385,Assassin's Creed IV: Black Flag,Action-Adventure,M,PS3,Ubisoft,Ubisoft Montreal,8.7,,,3.94,1.34,1.86,0.13,0.62,2013.0
386,EA Sports Active,Sports,E,Wii,EA Sports,EA Vancouver,8.3,,,3.93,2.11,1.35,0.06,0.4,2009.0
387,Half-Life 2: Episode One,Shooter,M,PC,Electronic Arts,Valve Software,8.7,,3.92,,,,,,2006.0
388,Donkey Kong Land,Platform,E,GB,Nintendo,Rare Ltd.,,,3.91,,,,,,1995.0
389,English Training: Have Fun Improving Your Skills!,Misc,,DS,Nintendo,Plato,,,3.91,,,,,,2006.0
390,Dragon Quest III,Role-Playing,,NES,Enix,ChunSoft,,8.0,3.9,,,,,,1992.0
391,Tony Hawk's Underground,Sports,T,PS2,Activision,Neversoft Entertainment,8.7,,,3.9,2.29,1.17,0.01,0.42,2003.0
392,Just Dance 2014,Music,E10,Wii,Ubisoft,Ubisoft Paris,7.4,,,3.89,1.91,1.66,,0.33,2013.0
393,Professor Layton and the Diabolical Box,Adventure,E10,DS,Nintendo,Level 5,8.5,,3.88,,,,,,2009.0
394,Sports Champions,Sports,E10,PS3,Sony Computer Entertainment,SCE San Diego Studio,7.6,,,3.88,2.15,1.13,0.1,0.5,2010.0
395,MotorStorm,Racing,T,PS3,Sony Computer Entertainment,Evolution Studios,8.2,,,3.87,1.53,1.61,0.06,0.67,2007.0
396,World Soccer Winning Eleven 8 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,9.3,,,3.85,0.16,1.89,1.12,0.68,2005.0
397,Namco Museum Vol.1,Misc,E,PS,Namco,Namco,,,,3.84,2.12,1.44,0.22,0.06,1996.0
398,The Legend of Zelda: Link's Awakening,Adventure,E,GB,Nintendo,Nintendo EAD,,,3.83,,,,,,1993.0
399,Resident Evil VII: Biohazard,Action,M,PS4,Capcom,Capcom,8.6,,3.83,,,,,,2017.0
400,Monster Hunter Freedom Unite,Role-Playing,T,PSP,Capcom,Capcom Production Studio 1,7.7,9.7,3.8,,,,,,2009.0
401,Gran Turismo Sport,Racing,E,PS4,Sony Interactive Entertainment,Polyphony Digital,,,,3.77,0.63,2.35,0.24,0.54,2017.0
402,LEGO Indiana Jones: The Original Adventures,Adventure,E10,X360,LucasArts,Traveller's Tales,7.5,,,3.76,2.4,1.01,,0.36,2008.0
403,The Sims: Unleashed,Simulation,T,PC,Electronic Arts,Maxis,7.3,,,3.76,2.03,1.56,,0.17,2002.0
404,Tomodachi Collection,Misc,,DS,Nintendo,Nintendo SPD Group No.1,,,3.76,,,,,,2009.0
405,Ratchet & Clank: Size Matters,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,8.5,,,3.75,1.4,1.4,0.1,0.86,2007.0
406,Harry Potter and the Sorcerer's Stone,Action,E,PS,Electronic Arts,Argonaut Games,8.0,,,3.73,1.37,2.0,0.14,0.22,2001.0
407,Pokemon Trading Card Game,Strategy,E,GB,Nintendo,Hudson Soft,8.3,,3.72,,,,,,2000.0
408,FIFA 17,Sports,E,XOne,Electronic Arts,EA Canada,8.8,,,3.71,1.04,2.4,,0.27,2016.0
409,Spyro: Year of the Dragon,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,9.1,,,3.71,1.93,1.58,,0.19,2000.0
410,The Legend of Zelda: A Link Between Worlds,Adventure,E,3DS,Nintendo,Nintendo EAD,9.3,,3.71,,,,,,2013.0
411,FIFA Soccer 2005,Sports,E,PS2,EA Sports,EA Canada,8.4,,,3.7,0.58,2.48,0.04,0.59,2004.0
412,Diablo III: Reaper of Souls,Action,,PC,Blizzard Entertainment,Blizzard Entertainment,,,3.7,,,,,,2014.0
413,The Legend of Zelda: Skyward Sword,Adventure,T,Wii,Nintendo,Nintendo EAD,9.4,,3.67,,,,,,2011.0
414,Tony Hawk's Pro Skater 4,Sports,T,PS2,Activision,Neversoft Entertainment,9.6,,,3.67,2.13,1.18,0.01,0.35,2002.0
415,Midnight Club 3: DUB Edition,Racing,E10,PSP,Rockstar Games,Rockstar Leeds,7.2,,,3.66,1.65,1.22,,0.79,2005.0
416,MySims,Simulation,E,DS,Electronic Arts,EA Redwood Shores,6.7,,,3.66,1.58,1.6,0.08,0.4,2007.0
417,Banjo-Kazooie,Platform,E,N64,Nintendo,Rare Ltd.,9.3,9.4,3.65,,,,,,1998.0
418,SOCOM: U.S. Navy SEALs,Shooter,M,PS2,Sony Computer Entertainment,Zipper Interactive,8.0,,,3.65,2.53,0.81,0.06,0.24,2002.0
419,Battlefield 4,Shooter,M,PS3,Electronic Arts,EA DICE,8.7,,,3.64,1.31,1.5,0.27,0.55,2013.0
420,Jak and Daxter: The Precursor Legacy,Platform,E,PS2,Sony Computer Entertainment,Naughty Dog,9.0,8.9,,3.64,2.08,1.09,0.15,0.33,2001.0
421,Pokemon Snap,Simulation,E,N64,Nintendo,HAL Laboratory,7.9,,3.63,,,,,,1999.0
422,Pro Evolution Soccer 2008,Sports,E,PS2,Konami,Konami,8.2,,,3.63,0.05,0.0,0.64,2.93,2008.0
423,FIFA Soccer 10,Sports,E,PS3,EA Sports,EA Canada,9.0,,,3.63,0.6,2.46,0.05,0.52,2009.0
424,Guitar Hero: World Tour,Misc,T,Wii,Activision,Vicarious Visions,8.4,,,3.62,2.32,0.96,,0.34,2008.0
425,Gears of War: Ultimate Edition,Shooter,M,XOne,Microsoft Studios,The Coalition,,,,3.62,2.88,0.37,,0.37,2015.0
426,Star Wars Battlefront,Shooter,T,PS2,LucasArts,Pandemic Studios,8.1,,,3.61,1.93,1.22,0.03,0.44,2004.0
427,Doom II,Shooter,M,PC,GT Interactive,id Software,9.3,,,3.61,2.05,1.4,,0.16,1994.0
428,The Simpsons: Road Rage,Racing,T,PS2,Electronic Arts,Radical Entertainment,6.1,,,3.61,2.02,1.17,,0.42,2001.0
429,BattleBlock Theater,Platform,,PC,The Behemoth,The Behemoth,,,3.61,,,,,,2014.0
430,Assassin's Creed Syndicate,Action,M,PS4,Ubisoft,Ubisoft Quebec,8.6,,,3.6,0.9,2.06,0.08,0.55,2015.0
431,Star Wars Battlefront II,Shooter,T,PS2,LucasArts,Pandemic Studios,8.5,,,3.59,2.18,1.02,0.03,0.37,2005.0
432,Assassin's Creed: Unity,Action,M,XOne,Ubisoft,Ubisoft Montreal,,,,3.58,2.34,0.9,0.0,0.34,2014.0
433,Cooking Mama 2: Dinner With Friends,Simulation,E,DS,Majesco,Office Create,6.9,,,3.58,1.6,1.49,0.1,0.39,2007.0
434,Undertale,Role-Playing,,PC,Toby Fox,Toby Fox,,,3.58,,,,,,2015.0
