housing_median_age,total_bedrooms,households,median_income,median_house_value
18,434,454,8.7015,390900
25,435,401,6,353500
25,330,326,6.6264,359100
22,562,541,7.3463,355600
33,466,476,5.0261,245100
21,504,477,4.8,196900
26,624,625,6.4288,320700
22,442,404,4.1379,212500
20,333,304,3.6217,195300
17,554,532,3.6442,193100
19,355,317,3.2465,277400
21,1204,1129,4.5395,256000
21,653,654,6.983,329700
19,830,748,4.6681,320700
26,637,648,5.844,273900
20,312,283,4.055,201900
25,279,265,5.123,159600
25,462,415,4.5833,190900
25,513,544,5.4216,263000
22,352,368,8.5407,398800
22,338,295,3.8792,218200
21,281,264,3.3155,237500
17,346,310,5.6093,244400
17,477,457,3.6815,245300
20,464,472,6.0162,318500
19,437,431,4.7466,258300
16,328,290,3.2933,260000
34,653,691,4.225,198400
25,532,509,4.625,229600
25,195,184,3.175,132800
22,1054,1021,4.53,226400
24,678,665,5.7018,286700
21,655,670,4.88,343900
21,372,372,8.6123,386700
17,516,501,3.8512,163800
24,675,638,4.6458,213400
22,624,643,5.8527,241000
27,515,497,5.6846,216100
26,437,450,5.2542,234600
26,567,543,5.7089,237400
19,328,322,4.535,289300
24,347,355,5.6094,279200
23,469,478,5.777,315900
25,388,362,6.1737,313100
18,546,544,7.5057,328500
16,390,389,3.8426,344400
29,772,743,4.9803,208600
29,691,638,3.9628,215600
28,857,830,4.0156,196000
26,892,821,3.1497,217600
21,456,432,3.7885,204500
10,893,693,4.1591,192300
18,1083,1065,4.4583,190100
34,614,641,5.1155,200900
26,383,394,5.6677,220700
31,329,353,5.3416,213000
30,448,452,4.0865,203700
23,1141,1004,3.9156,224100
29,447,400,3.8864,209300
29,612,640,4.6326,195200
34,205,206,4.5083,188000
29,452,402,3.4306,194200
28,838,803,4.5,202100
35,713,709,5.1775,213400
35,563,580,4.4821,214100
30,831,797,5.4746,226400
36,228,219,3.4167,187200
34,306,304,4.9777,212600
33,418,405,4.0455,197200
32,196,178,3.875,203000
35,272,276,5.2548,192600
34,343,352,5.103,207000
30,325,299,4.0039,195100
29,637,619,2.8169,165100
25,1615,1497,3.139,185700
20,906,876,3.0252,178000
28,289,280,4.7083,268100
19,391,341,3.369,269600
15,567,527,4.2422,159400
42,302,314,3.9559,161100
18,720,649,2.735,170800
16,499,453,3.1205,174000
13,544,462,2.95,165600
17,537,535,3.0147,217000
34,307,291,3.59,161900
20,612,564,2.9,176100
18,437,435,7.1425,393700
25,509,498,6.6704,240600
21,1020,988,4.5033,160500
23,306,288,8.5621,347800
17,344,339,5.1315,181800
17,445,412,2.8649,137500
9,279,265,5.0731,185100
11,247,236,6.2427,218500
15,542,526,9.0683,367400
16,300,318,6.0394,321600
14,136,130,10.2252,462800
33,384,92,1.7083,143800
30,583,124,2.1987,124000
22,372,42,1.1912,170000
15,361,76,4.1316,2.00E+05
25,386,116,3.0375,171900
21,460,144,3.9722,127800
18,360,163,3.6563,146900
32,359,209,2.9125,145800
25,348,78,5.75,176600
14,242,66,4.1016,283300
17,525,189,3.5667,179200
18,559,106,5.5456,360000
17,241,80,3.9375,213200
20,294,174,3.087,196900
18,392,162,4.5795,158300
21,574,150,3.1193,153300
19,306,104,4.8182,146900
20,614,152,4.962,169500
21,525,233,3.01,163500
30,469,213,2.65,123800
24,491,95,4.1364,154500
24,426,257,1.7609,99300
22,571,342,3.0057,93600
32,444,303,1.8269,225000
26,391,138,2.6023,139300
13,1415,1198,3.653,146800
30,189,146,2.8155,101000
19,262,184,2.2917,118200
15,242,229,2.6319,97700
18,1416,1373,2.5373,143000
27,755,709,2.4273,138400
17,1284,1227,4.2917,184300
41,753,710,2.6701,139000
52,281,266,1.7375,122200
20,313,309,5.2903,239400
17,717,686,3.3802,216500
48,NA,186,3.0917,128100
23,299,299,4.2723,193100
10,422,389,6,220100
17,463,447,5.1721,237100
15,1333,1300,6.4789,287800
27,108,111,8.4882,276600
22,433,428,4.2143,236500
22,278,278,5.07,233000
20,370,314,4.1685,217500
13,528,532,6.1642,277800
18,414,405,5.1857,220100
16,296,286,3.1583,239200
11,639,623,4.3962,264400
14,255,251,6.5322,394000
11,636,616,7.7499,334800
16,264,226,6.0302,273100
16,459,429,4.7941,247600
5,1368,1294,5.4896,229600
12,576,549,4.9,203700
19,887,685,2.6065,154900
14,499,540,5.3451,172100
22,1314,1316,3.3941,135900
6,672,631,5.419,267400
6,644,663,6.0804,198700
10,1168,1131,4.485,179400
21,1117,1045,2.5083,128500
33,778,789,4.05,134700
9,1099,1043,3.6455,139200
21,416,411,3.141,220100
14,228,232,4.3897,186300
7,750,706,4.0519,129200
36,885,804,2.655,86300
52,89,94,2.108,83800
41,1039,959,2.3611,87900
3,3559,3112,4.2259,169300
47,631,578,2.1366,101900
43,307,249,2.7188,85300
12,174,170,6.0097,187500
6,550,587,5.8718,201400
7,1739,1591,3.816,147900
11,352,369,3.5288,141100
18,143,136,0.8691,136500
13,871,783,2.0807,142600
8,514,409,6.3914,218000
5,1643,1582,5.4498,217300
14,729,705,5.5205,188700
15,485,428,3.7904,173200
23,261,269,3.1875,110200
45,176,190,2.2292,92000
11,521,477,3.5265,124800
20,500,519,6,209400
21,640,603,3.5607,151900
8,710,716,4.4085,139400
15,859,805,2.9484,124400
19,646,590,4.0862,162700
16,541,540,4.0282,126400
16,228,222,2.7083,82100
19,461,429,4.4958,192600
16,358,357,4.4769,191400
45,394,407,3.1691,108700
31,259,240,2.7656,93600
10,120,146,3.3889,110800
23,297,315,3.4706,99300
45,317,281,2.9866,91300
9,1269,1176,2.8194,111300
16,312,299,4.6771,212000
21,871,859,3.0321,135500
24,423,403,4.0679,190500
42,117,112,1.0179,125000
15,884,831,4.515,164000
34,372,378,3.3021,158800
15,691,680,4.3553,220600
16,431,412,4.5129,196300
14,890,844,1.8238,158600
17,403,363,2.1287,55300
14,355,369,4.7019,212800
12,550,510,4.8214,201900
13,221,231,5.2536,191900
16,195,187,5.0126,192300
18,380,377,2.7463,156100
14,824,794,2.4278,167700
14,294,297,4.7143,150700
22,445,407,2.75,153200
17,450,397,2.3696,166800
17,661,622,3.6354,162900
21,730,693,4.8051,174300
17,799,770,3.9734,185400
4,23,27,10.9891,312500
25,598,373,3.9196,142700
17,389,283,2.8603,128900
15,903,266,3.0147,118800
16,178,21,3,175000
14,1545,254,4.0819,141300
22,1409,353,3.3699,244000
24,436,374,2.5326,139100
20,906,815,3.0403,148000
8,717,661,3.1972,151500
25,511,449,1.8914,87800
26,385,365,2.8125,83500
20,328,320,2.0221,70900
23,546,529,2.8812,81900
20,238,203,3.5417,96600
15,351,316,2.9559,118800
35,92,72,2.6458,102500
23,218,152,2.2656,88200
15,283,242,2.1216,102000
15,784,348,2.2019,130500
9,398,122,3.9583,126500
8,214,39,2.5893,83000
16,557,244,2.2101,88800
18,266,201,2.5156,71900
11,104,86,2.375,1.00E+05
47,456,419,1.7829,55900
18,673,617,2.2717,75900
10,258,209,2.1667,92800
19,151,140,3.0625,82500
22,261,222,2.2132,89200
24,313,274,2.2067,69600
31,664,580,1.5774,58000
38,190,115,1.625,75000
19,180,110,2.9554,89400
25,245,16,2.625,67500
36,301,262,3.5962,93600
21,667,582,2.1524,77100
10,232,104,5.8453,193800
11,199,43,1.6944,137500
23,225,85,3.4844,143800
15,336,206,3.6477,113400
17,394,172,1.6875,111500
14,880,281,3.3462,145200
38,254,236,2.5469,87800
42,261,283,2.9688,92900
36,155,142,2.4306,88900
41,278,250,3.025,90600
19,895,838,3.3622,105100
15,247,185,3.6415,124200
45,514,515,3.3687,123800
52,332,313,2.7054,141700
52,571,504,2.0284,101600
37,452,437,3.145,169100
24,183,182,3.0694,125000
43,772,675,2.1151,96700
29,297,253,1.6389,155000
10,176,186,2.1528,162500
27,547,484,1.1194,95800
44,224,220,1.685,114200
46,453,435,2.0436,82300
34,697,682,2.5804,92400
38,241,200,1.4514,79900
40,250,244,1.95,84800
52,44,24,2.025,125000
45,28,31,2.6071,112500
31,1242,1076,1.6943,85900
27,886,838,3.024,122500
32,335,327,2.7596,82200
33,469,467,2.4667,80700
33,548,528,7.2519,216600
25,316,314,8.2405,235200
28,210,211,7.6632,204800
14,1269,1238,6.6635,219600
7,1181,1107,8.5326,315200
52,553,529,4.3176,136200
30,703,580,2.6895,150000
52,345,358,3.2917,129300
51,322,298,3.575,125500
48,348,376,3.4044,117900
38,238,232,5.0194,148900
41,276,269,3.8618,134800
32,617,595,2.3798,118800
24,901,823,3.864,123400
34,365,389,4.337,157800
29,22,18,12.5381,112500
28,651,646,3.8682,116500
31,177,161,3.7344,115300
46,423,389,3.1384,111500
32,491,444,2.4408,117300
37,283,305,2.9583,132100
37,257,287,3.0542,123900
32,848,798,2.8173,110800
33,469,459,2.7452,98100
27,418,415,3.0208,112700
30,623,575,3.4491,133800
36,269,262,3.1667,122900
35,284,287,4.125,120700
43,166,135,1.1601,121400
49,461,451,4.0833,114400
32,351,311,4.3542,142600
20,296,291,4.0966,140100
21,380,385,4.0625,136800
26,494,485,4.8333,127900
35,680,673,3.7109,109100
30,251,214,3.0509,82700
35,298,261,2.2222,81300
35,150,128,4.0156,89300
37,187,191,3.5865,112000
42,171,203,3.1458,116000
33,476,420,2.87,117600
29,714,706,3.25,112500
32,595,590,3.1795,125600
22,1081,1013,2.4435,118500
26,532,469,3.5403,113500
35,325,353,4.1528,113900
36,444,405,4.0526,104500
36,396,374,4.5122,113300
15,1368,1240,2.1865,129300
31,262,254,2.4922,109400
34,272,284,4.6327,116000
12,869,859,2.1023,103700
32,452,425,3.9118,114100
30,516,507,3.9128,126900
32,320,306,4.1776,118700
33,236,227,4.375,129900
20,1320,1199,3.2731,113900
33,525,517,3.0437,110800
29,422,415,3.7333,121400
35,588,551,2.2548,113300
25,583,577,2.3851,113700
32,178,180,3.6667,314100
23,754,778,4.2788,148700
15,2511,2245,4.3222,138000
4,10,13,7.7197,193800
25,366,331,2.7083,87800
34,216,199,2.6442,92000
33,570,449,3.05,97800
9,882,858,4.2321,162800
24,599,532,1.6955,86800
31,307,283,2.0742,76200
38,571,530,1.9052,83400
21,421,406,4.2589,152200
16,2043,1909,3.0606,119500
26,598,551,2.76,95200
34,426,377,3.0909,98300
26,621,612,1.4719,88600
32,346,385,3.016,96600
18,547,457,4.566,116900
12,1517,1492,4.5625,171300
15,317,316,4.4063,128500
21,392,336,4.84,116400
20,475,456,3.3966,115000
17,462,448,4.8371,160600
21,416,381,4.2099,138700
8,1913,1717,4.9886,158100
23,376,388,4.369,121100
35,427,425,3.6711,108200
21,738,640,4.4545,142400
24,1835,1765,2.1764,135300
12,1153,1134,3.8529,145500
36,746,672,3.2067,124700
14,2057,2086,5.2759,182900
34,215,217,3.8906,141000
29,273,283,4.0833,141000
35,62,57,3.6691,137500
19,34,28,5.3269,375000
26,575,501,3.1859,153100
17,700,719,2.6979,75000
21,935,865,4.2263,203200
30,926,864,4.4762,163900
29,42,40,1.625,164300
6,73,88,7.0215,257100
3,151,146,7.5408,271900
17,444,462,5.9333,229400
7,1491,1509,5.4872,203400
7,850,720,3.5525,137600
16,185,176,2.3417,191700
25,439,458,5.6973,164800
2,3217,2463,5.1695,220800
15,271,288,7.2379,251000
25,934,860,4.1865,154300
24,501,509,4.8167,163300
21,324,307,3.4459,198800
12,319,228,6.1561,233500
16,586,594,6.155,246400
22,396,362,5.3735,214600
17,47,46,7.8118,244200
19,835,796,4.3723,135600
17,1020,936,3.2857,139100
31,513,426,2.9821,115600
28,337,348,4.55,146800
12,1486,1457,4.9984,169100
34,296,328,3.6979,99600
15,1249,1128,4.1264,124600
12,1470,1385,4.2985,139200
29,153,172,4.8214,143400
26,620,552,1.7059,85800
34,139,137,3.0687,88500
19,465,416,2.7813,112900
29,336,320,3.1985,117300
28,490,467,4.0256,127100
16,880,857,3.0122,114700
19,861,766,3.7431,132800
21,142,142,3.5208,121100
33,208,235,3.4028,110500
34,417,395,3.2311,105600
35,294,279,3.5227,105400
31,459,450,2.6776,122000
18,773,726,3.6583,126100
26,576,558,3.9522,124600
21,760,669,2.2241,127300
10,2130,1840,3.3187,144800
14,1799,1855,4.7295,149900
7,2238,2094,3.6071,159100
22,666,649,4.2207,141100
5,351,360,6.8089,334100
16,1005,1088,4.0556,158000
24,602,564,4.131,123800
21,178,165,2.5656,102500
22,667,624,3.1312,91000
4,1017,850,5.0493,239800
36,210,180,2.4861,96200
14,404,351,2.3654,107900
19,618,610,2.2372,108800
33,517,480,2.2197,138200
40,294,258,2.0682,113000
35,446,428,2.316,119400
39,164,179,2.3036,110600
42,171,177,1.6875,113500
7,959,877,2.4387,117000
13,849,813,2.6111,107000
16,478,420,2.2969,116100
37,156,135,2.3333,122800
27,287,278,5.1929,165000
17,449,461,5.0464,163900
30,131,125,3.2917,144300
34,272,265,3.5313,142100
4,1373,1304,4.8686,195300
28,127,115,5.4788,339300
6,2640,2553,5.2861,195100
6,29,28,4.125,216700
6,76,65,4.2386,500001
9,955,892,5.3006,221400
25,1066,1036,5.2898,177100
18,1584,1516,3.9414,137100
13,1366,1309,5.536,204800
18,1165,1113,4.2721,150300
23,473,477,5.195,161000
15,1570,1415,3.4419,138100
2,2727,1985,6.2308,257900
20,146,144,3.55,111000
22,400,403,4.46,189800
7,324,310,5.5362,195600
5,1035,1001,4.7965,160800
14,580,559,5.1365,215000
15,421,382,4.6875,189800
2,1842,1453,5.1512,187800
17,394,367,5.363,211300
12,524,549,5.1624,267900
10,848,788,5.0346,240500
16,235,216,3.1103,110000
14,335,311,5.1045,161300
15,751,657,2.9542,127900
16,702,672,2.3229,118000
13,718,662,4.2273,295200
8,330,321,4.4875,249100
9,1125,1077,5.4625,223600
12,209,159,2.7232,123200
15,138,134,4.8125,173900
33,1371,1195,2.5379,152700
15,1298,1205,4.1883,184500
19,666,629,3.7585,144500
20,594,595,7.4141,236500
13,NA,1176,5.5563,214500
7,1791,1644,5.2713,216500
52,353,300,1.9531,162500
8,19,20,1.625,162500
27,64,67,3.175,101600
10,4952,4616,1.7579,103400
27,850,836,4.711,133500
28,691,656,3.4896,140300
4,3032,2723,4.6667,160600
23,769,658,2.725,95300
28,708,636,2.275,85400
23,527,533,4.4063,129900
11,1118,1087,4.7877,132600
7,2696,2437,3.5851,142000
5,2208,2180,4.2775,138700
5,1361,1294,5.253,163300
5,1240,1150,5.2174,155500
5,639,568,6.3223,223200
3,2537,2342,5.6409,197700
10,212,219,1.3125,135700
35,841,766,2.1574,86900
13,1744,1470,3.0907,127200
2,55,49,3.1042,164800
15,423,369,1.6111,113900
12,1447,1333,3.2705,113200
8,1761,1703,4.2654,137600
7,1914,1729,4.1482,124600
9,2100,2127,4.0473,127200
5,2031,1911,4.1953,136600
8,537,517,3.0789,114200
14,1026,972,3.2148,117000
5,2865,2688,4.0938,130900
4,1468,1397,5.0223,152600
12,502,502,4.7568,143500
8,1461,1370,4.0467,121500
4,239,84,3.5781,244400
3,3366,2812,4.189,143000
16,7,14,2.625,500001
8,201,179,2.8194,136300
7,12,15,4.6,187500
14,230,173,3.6618,161300
2,251,192,4.0833,1.00E+05
2,805,673,3.9052,122100
4,1946,1661,3.4237,113700
16,1758,1427,2.1848,97900
8,1073,918,2.5335,110100
16,1079,933,1.9912,98600
24,920,829,2.0881,83300
23,1196,1124,2.3276,92400
24,1256,1151,1.9014,83500
3,1037,1074,4.5881,136400
8,4072,3361,5.3238,228900
10,941,747,3.58,113400
10,650,515,3.8869,125900
12,356,323,3.125,117200
2,1187,839,4.1386,177300
11,187,190,2.375,145800
14,500,464,3.8036,139600
13,339,304,4.1875,161200
6,293,279,4.065,148200
7,424,354,1.3417,169300
17,851,780,2.2618,96100
11,929,840,2.625,155400
7,386,355,2.5221,109200
17,565,488,2.5847,145300
13,756,695,3.2778,148800
3,920,729,4.0717,126500
13,426,408,1.972,90500
16,960,853,2.7983,112500
18,1035,944,2.1182,71300
2,1265,1152,3.1319,111500
10,454,477,2.6322,140700
17,759,673,2.2969,89300
23,703,607,1.9767,81500
5,496,461,2,83000
15,804,713,2.4662,118300
11,576,552,4.0982,173300
22,922,846,2.1549,146500
9,1379,1290,2.8401,104200
19,678,606,2.1484,129200
16,576,545,2.0878,101300
19,427,368,2.817,110000
11,235,210,2.1667,114600
5,997,1006,5.3275,168700
8,865,785,3.2481,123800
10,486,425,3.1513,154300
9,169,156,3.1832,157400
11,236,190,3.102,111300
27,1003,870,1.9194,100600
10,107,96,4.2788,125000
9,2728,2350,3.375,131800
17,2306,1749,2.2423,132600
23,1535,1351,2.5395,109200
7,2726,2426,3.8056,162200
15,928,832,2.6949,163600
8,62,68,9.4356,465600
10,813,731,3.2258,159300
10,316,233,3.5125,155600
12,265,243,3.235,210700
7,1324,1161,3.6273,150900
2,5033,3197,4.5936,174300
3,428,366,4.7944,215300
2,431,388,4.3651,145600
2,3245,2716,3.9443,187300
4,1000,943,3.7538,147500
5,530,502,4.8083,347700
9,471,421,4.125,392100
6,289,247,4.3833,307600
7,352,317,3.244,337200
8,167,140,4.2917,221900
5,247,181,6.9136,493300
6,18,17,3.475,187500
13,42,42,6.993,500001
4,4055,3252,3.9963,191100
4,4957,4339,4.5841,212300
4,1413,1243,4.6904,174200
13,410,270,2.83,43000
6,2269,1986,3.9617,183000
4,890,712,5.5351,429000
4,133,92,5.2066,500001
6,1579,1446,3.0043,134700
19,1164,1055,3.1591,189700
15,316,277,5.3623,201300
11,178,147,4.4792,173900
15,149,97,2.1071,93800
18,89,80,2.8125,143800
13,3474,3232,1.9961,97800
14,426,430,2.3712,127900
19,573,507,2.0714,85800
23,1096,1057,1.7847,109500
14,1148,1036,2.964,121500
15,666,654,3.6806,112800
20,431,399,2.4554,89400
20,973,904,3.069,87000
21,810,765,3.2371,94500
18,405,400,2.7083,91200
19,445,475,4.6406,118900
17,851,781,3.7175,120000
13,573,515,4.0433,132300
35,757,705,2.5898,76300
31,628,629,1.942,86200
22,965,824,1.3039,77500
18,2401,2106,1.4366,77000
25,1062,1024,1.8446,85700
20,792,758,2.2161,76900
19,755,696,2.2115,87600
14,1410,1240,2.4145,137600
15,903,659,1.8015,105100
10,1702,1451,1.7079,95900
12,1309,1118,1.9707,107900
12,1704,1554,2.1722,69400
8,1529,1107,2.1103,94400
14,750,695,1.9476,112500
7,2007,1689,2.2925,113100
20,203,158,2.8393,120700
15,472,350,2.683,139300
10,1335,1094,2.3,108900
8,2205,1949,2.1979,95300
20,546,542,1.8845,77700
21,691,660,2.0135,83000
24,606,527,2.535,74800
24,804,739,1.7303,74000
12,130,110,2.0577,56700
5,761,717,2.5612,130800
20,623,508,1.5982,140000
23,538,485,2.0154,81700
13,2127,1955,2.3169,123400
13,443,417,2.933,170700
25,781,785,2.4167,104900
33,326,282,2.5357,94400
21,852,812,3.5255,132100
22,658,619,4.7356,195900
18,886,836,2.3355,118800
14,974,843,3.1393,116300
12,1222,1151,2.4322,112100
25,312,301,2.7344,149000
5,367,313,2.8783,105200
6,11,10,3.125,187500
22,497,479,1.4063,81900
26,69,59,3.7083,147500
11,131,120,2.3977,58000
16,68,67,1.4688,90000
19,525,437,1.6875,63000
17,469,381,1.3286,81800
2,1238,980,3.0417,146300
1,2,2,1.625,55000
18,118,74,2.7788,91100
27,640,654,3.4545,89800
40,498,453,1.9472,73200
29,632,603,3.0432,91200
29,722,626,1.424,73200
33,83,88,2.1581,68300
30,672,643,3.6339,98600
13,1594,1469,2.0549,95600
29,916,912,2.0976,72600
37,429,342,1.2188,55000
34,738,647,2.2321,71800
18,100,82,5.5,193800
35,906,843,2.218,73400
32,812,721,1.4556,54600
37,361,310,2.7536,73100
10,621,598,2.6643,81000
16,1070,276,3.3333,143400
35,63,39,3.4167,1.00E+05
25,2161,852,3.0625,150500
21,711,255,3.5882,161100
11,661,242,2.9141,214300
3,145,104,3.8281,163500
14,219,169,2.8071,137500
12,265,195,3.038,128100
13,682,475,2.355,122900
8,272,199,2.9167,115300
10,82,74,6.2702,345500
6,268,216,3.0694,173400
26,48,39,2.5625,103100
16,827,592,2.183,113500
13,255,179,1.9107,155700
15,2257,1653,2.7219,74400
12,109,90,3.0208,66300
21,306,233,1.95,61000
35,71,61,2.8056,68100
29,166,107,1.1917,50000
20,67,50,3.5208,76600
17,1266,599,1.6849,88400
11,3098,1232,1.7844,78500
13,754,665,3.3616,89600
16,1395,1132,1.4665,61100
18,648,532,2.625,68200
10,1882,1621,1.6983,66600
12,780,584,1.7388,66000
11,300,248,2.3382,89400
18,471,388,3.2578,85200
10,913,486,1.8,81000
5,868,567,4.0417,146400
16,193,185,4.0729,1.00E+05
22,364,268,1.5227,71000
17,859,445,3.6875,130400
16,1035,581,1.9167,70400
18,1652,921,3.3897,230200
16,2186,1337,2.9647,110900
28,562,346,5.7613,500001
28,1839,1340,2.5885,159000
13,1444,1105,3.4886,112500
16,85,14,2.1042,87500
27,636,532,2.9569,65900
21,2315,1734,2.5212,145200
12,2501,1300,1.5595,115600
36,399,264,2.6083,321900
15,615,210,3.6667,90000
26,1229,1183,2.5399,94800
12,2552,1265,3.4394,162200
31,1714,1341,2.1176,124100
24,1217,833,3.1493,199400
13,1875,688,3.7396,148900
22,1387,890,2.2216,183900
25,547,343,3.1364,301600
20,1074,740,2.25,248100
18,1780,919,3.9737,235600
18,463,214,2.5489,220500
5,763,667,4.6855,125200
5,1371,485,1.7204,137500
14,2020,1000,2.6298,145200
3,1512,1270,4.3111,142500
6,920,828,3.9508,104200
7,2481,2095,2.4497,90900
10,1487,661,2.1411,136400
8,1343,781,3.5223,115100
12,1260,570,4.9444,285000
17,712,464,6.1437,232100
16,992,639,3.0859,134600
14,2837,1262,7.6281,341700
8,500,208,6.8729,259200
9,1206,1008,3.6161,99100
6,4522,2221,3.3799,239300
7,3479,1820,4.084,194500
5,3923,1376,4.036,158500
19,2508,1761,3.2846,131900
25,414,240,1.3801,55000
33,745,638,2.5477,83000
26,767,669,4.4107,122500
27,441,340,3.3162,113600
10,2405,1570,4.0079,134500
17,1859,1337,3.312,121300
19,1618,1075,3.5569,128000
17,2460,1423,4.5556,258100
10,2007,1083,6.9833,238800
19,1355,1043,3.0021,152300
18,1110,656,2.2439,97500
24,438,237,3.7727,500001
5,249,67,7.9885,403300
25,476,387,3.3639,168800
17,893,440,2.4659,177800
15,782,529,2.2208,138300
7,1542,448,7.8005,318100
11,2000,1139,7.4382,353100
12,842,391,5.6918,231300
10,481,304,2.8882,137500
15,410,350,2.9187,93400
11,851,731,3.3333,91800
7,831,713,3.6354,98000
8,558,474,4.5938,102600
10,1827,1283,3.1086,105800
5,444,374,2.7667,92900
9,849,401,3.2833,124700
9,595,275,3.8125,96700
6,2555,1926,4.7195,199300
5,760,470,3.1771,167400
24,187,169,3.4583,67500
33,91,81,2.025,50000
25,1039,935,3.775,93400
10,2224,1845,2.7598,95000
14,566,505,3.0682,104100
26,858,815,3.3107,69400
22,NA,202,3.0673,68200
28,714,676,2.3169,68900
38,352,305,2.1217,68500
29,221,239,2.8648,72100
19,787,772,1.7083,82200
28,258,245,1.7172,58800
26,625,535,2.2989,60600
32,1326,1186,1.7805,76900
17,1349,1243,2.444,90000
22,54,70,2.9286,112500
20,354,355,2.0871,84700
10,499,443,1.6557,65400
23,273,235,2.5,96300
19,295,282,3.8846,100900
34,176,166,1.5809,1.00E+05
16,189,118,3.0114,366700
3,1222,302,10.2948,382400
13,512,442,2.1287,58600
17,820,685,1.654,1.00E+05
24,958,905,1.7344,66400
20,379,250,2.0347,68900
12,277,260,2.2679,61400
18,800,788,2.5714,65900
22,203,153,1.9306,47500
16,476,477,1.7297,67500
25,654,660,2.2141,66700
17,19,21,2.375,155000
11,1346,1273,2.5383,74000
16,89,75,2.425,76100
18,397,283,1.625,53500
17,24,15,1.2656,27500
21,282,186,3.1827,71700
15,129,52,3.2097,71300
17,635,45,1.6154,87500
28,322,256,2.9653,94900
20,360,303,1.6395,44400
17,174,117,1.6509,85700
14,337,226,3.1917,73400
20,326,262,1.925,65500
27,35,34,2.0833,45000
34,1175,1056,2.1782,58400
16,261,242,2.1759,61500
16,801,824,2.6797,86500
29,236,239,3.3438,74000
26,3,3,0.536,275000
25,680,633,2.6768,82400
21,483,437,1.625,62000
35,954,918,3.9167,155700
38,446,448,4.0972,163700
38,338,342,3.7731,161400
43,339,341,3.9271,147100
46,476,457,3.5893,142000
52,545,495,3.776,164500
42,435,446,3.0208,148800
44,415,388,3.4914,153900
48,356,362,3.5313,147900
52,807,777,3.8914,181600
40,397,353,1.7765,109800
44,555,528,1.5922,115100
43,952,850,2.3266,137500
52,483,459,2.6976,109300
52,146,127,2.01,94300
48,744,662,1.6277,140600
52,664,603,1.4034,90300
52,341,320,1.6116,70500
20,180,190,1.0313,85000
52,324,250,1.4375,168800
5,306,295,0.7526,162500
20,1220,1122,2.5821,125000
9,175,160,3.358,77500
52,405,367,0.9196,137500
42,566,503,1.245,137500
47,804,747,1.4301,141700
52,193,187,1.625,187500
49,492,421,1.7568,93800
38,967,829,1.2209,87900
39,368,338,2.1691,150000
48,926,877,1.9034,123900
38,805,785,1.8512,114100
52,103,99,3.0217,2.00E+05
50,968,837,1.2041,168100
52,757,708,1.5872,157500
52,412,384,3.2963,236100
52,476,457,4.63,233800
52,372,369,2.9191,111800
52,172,151,3.1583,140000
52,159,160,3.2386,213200
52,367,358,3.1484,158900
52,419,383,2.0549,156700
41,227,210,3.1827,131700
45,466,438,3.7167,131900
52,165,166,2.8542,139400
50,288,257,2.5417,125900
46,244,245,3.0938,137800
52,635,625,5.1169,232500
52,555,530,4.0417,173800
35,39,43,2.6417,98900
44,714,656,2.7333,100100
19,808,753,1.4889,77600
52,393,381,3.3348,122800
51,235,232,2.625,121200
46,383,386,2.9821,97000
52,162,145,3.125,85600
52,180,177,2.2125,104000
52,648,558,1.7616,84100
52,463,407,1.2235,68500
48,403,336,1.1458,65400
52,408,369,1.8911,85900
51,559,524,2.0221,95800
44,573,490,1.7328,88100
44,263,258,2.0089,113600
46,344,353,2.7316,134700
38,324,288,1.78,114300
42,239,231,1.2813,87500
35,457,455,1.9013,86900
51,385,365,1.7155,108800
41,344,316,1.4712,94600
44,351,321,2.1719,87500
36,166,147,2.2031,93800
45,254,200,1.0114,80000
46,645,616,1.128,123100
43,312,294,1.0649,137500
45,631,597,2.8417,137900
46,278,291,2.7885,137200
52,392,353,3.0033,103500
52,460,442,3.3844,151100
52,455,448,5.6402,209800
52,368,350,3.6729,137800
47,536,442,2.5639,123000
52,133,138,8.338,405800
51,632,621,5.0359,224100
49,634,659,5.2362,236800
44,201,209,3.7344,179800
52,360,345,7.1035,228700
52,358,375,4.3929,162500
50,448,380,2.0833,94300
52,309,296,4.1467,175000
52,333,327,4.8603,191900
52,216,181,2.8542,125000
48,310,274,0.9948,65400
29,308,263,1.0208,55800
47,464,402,1.2679,56700
24,287,291,1.186,67000
52,295,244,2.0242,94600
47,250,244,2.7787,56000
41,308,280,1.4702,58300
48,205,175,1.8333,58200
40,435,385,2.0074,57000
29,265,235,3.0521,108000
43,417,410,2.9769,92700
44,359,345,3.15,101500
44,509,503,2.5694,92400
48,734,727,1.9485,86600
18,501,468,2.398,87600
29,493,470,2.925,94300
42,688,658,2.4618,101300
39,NA,562,3.2404,93600
47,501,471,2.5389,75700
35,371,342,3.1944,79000
37,224,231,2.9737,72100
37,367,366,2.8298,71200
36,288,291,3.4083,71800
36,294,279,3.1208,82700
36,426,437,3.1667,81900
37,432,411,2.3272,80600
25,720,708,1.8689,66800
21,666,663,1.9423,87800
32,556,485,2.5574,72600
43,399,385,2.5898,72100
30,945,899,1.3927,78300
38,388,380,2.7697,76600
39,593,572,4.6923,192000
37,684,657,3.5231,114300
34,265,266,4.25,191900
36,408,419,5.3135,216600
37,466,427,2.2574,59100
33,439,427,5.5208,171300
